,PSZ2 Indx,Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,SDSS Catalog,SNR,PSZ1,Redshift,Semester,Val,PCCS2,PSZ1 Name,Optical run1,Optical run2,IR run1,Optical Bands,Optical Status,IR Status,Observable,ROSAT,RASS rate,RASS S/N,New RASS rate,New RASS S/N,PSZ1 Index,PSZ2 Index,New S/N,Old S/N
77,1548,PSZ2_G328.96+71.97,200.8032917,10.72822197,13:23:13,+10:43:41.59,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=200.803292&dec=10.728222&opt=S,MADE,5.8516,-1,-1,,-1,F,,,,23-Feb-16,,unknown,unknown,True,,,,-0.0017,-0.23,,,,
78,1399,PSZ2_G295.61-17.50,156.2505744,-78.24315335,10:25:00,-78:14:35,False,,,5.8487,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0047,-2.32,,,,
79,1374,PSZ2_G292.77-23.80,120.54934569999999,-80.24785835,8:02:12,-80:14:52,False,,,5.8463,1022,-1,,-1,F,PSZ1_G292.75-23.79,30-Jan-14,,,,unknown,unknown,False,,-0.0069,-1.47,-0.0039,-0.71,1022.0,1374.0,5.846,5.388
80,813,PSZ2_G171.79-42.08,47.16611117,7.409158209,3:08:40,+07:24:32.96,False,,,5.8420000000000005,-1,-1,,-1,T,,,,24-Feb-16,,unknown,unknown,True,,,,-0.0003,-0.1,,,,
81,1325,PSZ2_G285.18+16.11,169.0743325,-43.45278129,11:16:18,-43:27:10,False,,,5.8403,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.053,3.24,,,,
82,269,PSZ2_G065.35-08.01,306.5168037,24.13520041,20:26:04,+24:08:06.72,False,,,5.8294,-1,-1,,-1,F,,15-Jun-16,,,,unknown,unknown,True,,,,-0.0029,-0.8,,,,
83,1221,PSZ2_G264.52-17.77,109.4666369,-53.45183145,7:17:52,-53:27:07,False,,,5.8259,911,-1,,-1,F,PSZ1_G264.49-17.77,1-Nov-14,,,,unknown,unknown,False,,0.0057,1.0,0.0032,0.62,911.0,1221.0,5.8260000000000005,5.041
84,415,PSZ2_G092.11-33.73,345.4059019,22.483254199999998,23:01:37,+22:28:59.71,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=345.405902&dec=22.483254&opt=S,MADE,5.8142,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0009,0.22,,,,
85,1543,PSZ2_G327.66-54.26,345.907593,-57.38018753,23:03:38,-57:22:49,False,,,5.8107,-1,-1,,-1,F,,7-Jun-16,,,,unknown,unknown,False,,,,0.0024,0.45,,,,
86,608,PSZ2_G123.84+25.75,43.87500096,88.40053224,2:55:30,+88:24:01.91,False,,,5.8069,453,-1,,-1,F,PSZ1_G123.79+25.86,,,22-Feb-16,,unknown,unknown,True,,0.0001,0.03,-0.0037,-1.47,453.0,608.0,5.807,5.041
87,447,PSZ2_G096.43-20.89,342.0362292,35.55596568,22:48:09,+35:33:21.47,False,,,5.8051,-1,-1,,-1,F,,15-Jun-16,,,,unknown,unknown,True,,,,0.0528,4.99,,,,
88,820,PSZ2_G173.76+22.92,109.3682496,44.05767236,7:17:28,+44:03:27.62,False,,,5.8035,-1,-1,,-1,F,,,,22-Feb-16,,unknown,unknown,True,,,,0.1005,4.66,,,,
89,1382,PSZ2_G293.63+08.25,177.27863190000002,-53.48895928,11:49:07,-53:29:20,False,,,5.7979,1027,-1,,-1,T,PSZ1_G293.66+08.25,,,,,unknown,unknown,False,,0.0057,0.7,-0.0028,-0.47,1027.0,1382.0,5.797999999999999,5.061
90,1582,PSZ2_G338.25+22.60,230.761883,-29.68049547,15:23:03,-29:40:50,False,,,5.7929,1176,-1,,-1,F,PSZ1_G338.27+22.60,,,,,unknown,unknown,False,,0.0003,0.04,-0.0004,-0.05,1176.0,1582.0,5.792999999999999,6.6339999999999995
91,1498,PSZ2_G317.79+26.63,208.9920333,-34.36697496,13:55:58,-34:22:01,False,,,5.7615,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0578,3.68,,,,
92,1281,PSZ2_G275.73-06.12,137.0151795,-56.69510198,9:08:04,-56:41:42,False,,,5.7529,955,-1,,-1,F,PSZ1_G275.74-06.11,,,,,unknown,unknown,False,,-0.0014,-0.24,0.0012,0.18,955.0,1281.0,5.752999999999999,4.87
93,104,PSZ2_G029.66-47.63,326.4342608,-21.780224,21:45:44,-21:46:49,False,,,5.7447,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0052,0.79,,,,
94,194,PSZ2_G048.47+34.86,255.53505099999998,27.14668094,17:02:08,+27:08:48.05,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=255.535051&dec=27.146681&opt=S,MADE,5.7414,-1,-1,,-1,F,,13-Jun-16,,22-Feb-16,,unknown,unknown,True,,,,0.0062,1.28,,,,
95,319,PSZ2_G075.08+19.83,281.69914769999997,45.77591094,18:46:48,+45:46:33.27,False,,,5.7379999999999995,-1,-1,,-1,F,,15-Jun-16,,,,unknown,unknown,True,,,,0.0264,4.47,,,,
96,1523,PSZ2_G323.70-25.45,282.4323869,-71.32477362,18:49:44,-71:19:29,False,,,5.7379,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0074,-0.74,,,,
97,542,PSZ2_G112.07-39.86,3.87297977,22.24541893,0:15:30,+22:14:43.50,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=3.872980&dec=22.245419&opt=S,MADE,5.7201,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0026,-0.8,,,,
98,1441,PSZ2_G305.76+44.79,194.97675980000002,-18.03301376,12:59:54,-18:01:59,False,,,5.7171,1070,-1,,-1,F,PSZ1_G305.77+44.80,,,24-Feb-16,,unknown,unknown,False,,0.0146,1.5,0.0186,1.79,1070.0,1441.0,5.7170000000000005,4.717
99,400,PSZ2_G089.06-11.79,328.2214948,39.06458425,21:52:53,+39:03:52.50,False,,,5.7164,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0136,2.23,,,,
100,889,PSZ2_G194.68-49.76,51.341721899999996,-9.68045472,3:25:22,-9:40:50,False,,,5.7116,651,-1,,-1,F,PSZ1_G194.68-49.73,,,,,unknown,unknown,True,,-0.0003,-0.07,-0.0058,-2.05,651.0,889.0,5.712000000000001,4.997
101,512,PSZ2_G106.11+24.11,290.3513156,74.55607672,19:21:24,+74:33:21.87,False,,,5.7025,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0552,8.94,,,,
102,111,PSZ2_G031.41-19.16,299.41897630000005,-9.898972405,19:57:41,-9:53:56,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=299.418976&dec=-9.898972&opt=S,MADE,5.6941,85,-1,,-1,F,PSZ1_G031.44-19.16,,,,,unknown,unknown,True,,-0.0086,-2.25,-0.0054,-1.03,85.0,111.0,5.694,4.602
103,127,PSZ2_G036.69-15.67,298.5192033,-3.839686008,19:54:05,-3:50:23,False,,,5.6927,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0044,-0.99,,,,
104,483,PSZ2_G100.22+33.81,258.4192833,69.37342564,17:13:41,+69:22:24.33,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=258.419283&dec=69.373426&opt=S,MADE,5.6879,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0075,3.32,,,,
105,1521,PSZ2_G323.31+27.37,214.27060260000002,-32.08272668,14:17:05,-32:04:58,False,,,5.6779,1131,-1,,-1,F,PSZ1_G323.34+27.37,,,,,unknown,unknown,False,,0.0124,1.36,0.0151,1.58,1131.0,1521.0,5.678,4.587
106,1283,PSZ2_G276.14-07.68,135.34780800000001,-58.0304453,9:01:23,-58:01:50,False,,,5.652,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.043,3.4,,,,
107,1276,PSZ2_G274.73-16.79,118.61295559999999,-61.960043799999994,7:54:27,-61:57:36,False,,,5.6486,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0221,2.92,,,,
108,1607,PSZ2_G343.68+24.10,234.143467,-25.41468582,15:36:34,-25:24:53,False,,,5.6439,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,0.0179,1.94,,,,
109,172,PSZ2_G045.50-08.62,296.3535003,7.0747460470000005,19:45:25,+07:04:29.08,False,,,5.6326,132,-1,,-1,F,PSZ1_G045.44-08.73,,,,,unknown,unknown,True,,-0.0002,-0.03,0.0037,0.52,132.0,172.0,5.632999999999999,4.565
110,788,PSZ2_G165.39+09.22,86.99384924,46.14423599,5:47:59,+46:08:39.24,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=86.993849&dec=46.144236&opt=S,MADE,5.5998,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0002,0.06,,,,
111,1058,PSZ2_G233.12-26.25,86.16379564,-28.50306434,5:44:39,-28:30:11,False,,,5.5962,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0004,0.08,,,,
112,1368,PSZ2_G292.04+22.91,179.9441091,-38.86094288,11:59:47,-38:51:39,False,,,5.5945,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0471,2.44,,,,
113,593,PSZ2_G120.76+44.14,198.161655,72.88985312,13:12:39,+72:53:23.47,False,,,5.5857,-1,-1,,-1,F,,,,24-Feb-16,,unknown,unknown,True,,,,0.0272,3.73,,,,
114,1544,PSZ2_G328.05+15.79,225.4370484,-40.6348407,15:01:45,-40:38:05,False,,,5.5805,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,0.1368,6.06,,,,
115,351,PSZ2_G081.60+18.47,286.76278510000003,51.11261566,19:07:03,+51:06:45.41,False,,,5.577000000000001,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0016,0.43,,,,
116,75,PSZ2_G023.05+20.52,260.19544049999996,0.96849719,17:20:47,+00:58:06.58,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=260.195441&dec=0.968497&opt=S,MADE,5.5741,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0081,-1.37,,,,
117,1151,PSZ2_G252.45+73.44,179.6442305,16.00510668,11:58:35,+16:00:18.38,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=179.644230&dec=16.005107&opt=S,MADE,5.5683,-1,-1,,-1,T,,,,24-Feb-16,,unknown,unknown,True,,,,0.005,0.98,,,,
118,1473,PSZ2_G312.48-28.86,296.69171789999996,-81.38692037,19:46:46,-81:23:13,False,,,5.5613,1098,-1,,-1,F,PSZ1_G312.49-28.84,,,,,unknown,unknown,False,,0.0046,0.65,0.0084,1.07,1098.0,1473.0,5.561,5.027
119,1439,PSZ2_G305.55-42.77,5.7782256279999995,-74.20635064,0:23:07,-74:12:23,False,,,5.5563,1068,-1,,-1,T,PSZ1_G305.55-42.77,,,,,unknown,unknown,False,,-0.0009,-0.26,-0.0009,-0.26,1068.0,1439.0,5.556,4.664
120,158,PSZ2_G043.44-41.27,324.18361150000004,-10.29661659,21:36:44,-10:17:48,False,,,5.5525,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0414,3.55,,,,
121,477,PSZ2_G099.62+14.86,307.6361682,65.09358741,20:30:33,+65:05:36.91,False,,,5.5444,356,-1,,-1,F,PSZ1_G099.63+14.85,,,,,unknown,unknown,True,,-0.0018,-1.01,-0.0013,-0.66,356.0,477.0,5.544,4.716
122,418,PSZ2_G092.34+14.22,301.0280606,58.72759377,20:04:07,+58:43:39.33,False,,,5.5408,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0071,2.01,,,,
123,1128,PSZ2_G248.95-20.71,98.02241068,-40.60866213,6:32:05,-40:36:31,False,,,5.5313,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0053,0.98,,,,
124,609,PSZ2_G124.11+25.02,40.01225671,87.64409172,2:40:03,+87:38:38.73,False,,,5.5289,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.0058,-3.25,,,,
125,410,PSZ2_G091.27-38.62,347.3346166,17.8952747,23:09:20,+17:53:42.98,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=347.334617&dec=17.895275&opt=S,MADE,5.5239,310,-1,,-1,T,PSZ1_G091.14-38.73,,,,,unknown,unknown,True,,0.0003,0.06,0.0025,0.52,310.0,410.0,5.524,4.7860000000000005
126,974,PSZ2_G216.25+10.10,113.3567643,1.676746698,7:33:26,+01:40:36.28,False,,,5.5183,713,-1,,-1,T,PSZ1_G216.27+10.10,,,,,unknown,unknown,True,,0.0028,0.58,-0.002,-0.58,713.0,974.0,5.518,5.157
127,674,PSZ2_G137.51-09.98,35.69151286,50.28438373,2:22:46,+50:17:03.78,False,,,5.5106,496,-1,,-1,T,PSZ1_G137.51-10.01,,,,,unknown,unknown,True,,-0.0086,-3.71,-0.0075,-2.65,496.0,674.0,5.511,5.329
128,462,PSZ2_G098.38+77.22,199.6058535,38.58526291,13:18:25,+38:35:06.94,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=199.605853&dec=38.585263&opt=S,MADE,5.5099,346,-1,,-1,F,PSZ1_G098.42+77.25,,,,,unknown,unknown,True,,0.0011,0.27,-0.0023,-0.75,346.0,462.0,5.51,4.7139999999999995
129,1255,PSZ2_G270.88+37.23,166.3311528,-18.94861016,11:05:19,-18:56:55,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=166.331153&dec=-18.948610&opt=S,MADE,5.4886,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0138,1.64,,,,
130,1117,PSZ2_G246.45-07.68,111.8392777,-33.23104447,7:27:21,-33:13:52,False,,,5.4876,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0163,2.02,,,,
131,114,PSZ2_G032.13-44.36,323.69212539999995,-19.13069331,21:34:46,-19:07:50,False,,,5.486000000000001,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0032,0.55,,,,
132,1338,PSZ2_G286.66-23.93,111.53317870000001,-74.98666566,7:26:08,-74:59:12,False,,,5.4639999999999995,995,-1,,-1,F,PSZ1_G286.63-23.93,,,,,unknown,unknown,False,,0.0402,4.7,0.0481,5.24,995.0,1338.0,5.4639999999999995,4.596
133,575,PSZ2_G117.38-52.47,9.426704235,10.24853628,0:37:42,+10:14:54.73,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=9.426704&dec=10.248536&opt=S,MADE,5.4583,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0036,-1.31,,,,
134,1238,PSZ2_G267.55+09.14,144.5156939,-40.08815106,9:38:04,-40:05:17,False,,,5.4366,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,-0.0084,-3.71,,,,
135,1509,PSZ2_G319.64-65.11,1.87840711,-50.559975099999996,0:07:31,-50:33:36,False,,,5.4331,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0085,0.64,,,,
136,107,PSZ2_G030.27-16.94,296.91301939999994,-9.928212461000001,19:47:39,-9:55:42,False,,,5.4302,79,-1,,-1,F,PSZ1_G030.21-16.91,,,,,unknown,unknown,True,,-0.0032,-0.46,0.0025,0.29,79.0,107.0,5.43,5.337999999999999
137,858,PSZ2_G185.50-33.94,60.50594718,4.902967737,4:02:01,+04:54:10.68,False,,,5.4254,625,-1,,-1,F,PSZ1_G185.53-33.97,,,,,unknown,unknown,True,,0.0015,0.35,-0.0019,-0.61,625.0,858.0,5.425,4.9830000000000005
138,1250,PSZ2_G270.07-20.02,109.02926529999999,-59.15836923,7:16:07,-59:09:30,False,,,5.4239999999999995,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0164,3.63,,,,
139,382,PSZ2_G086.35-13.94,327.4345076,35.71041542,21:49:44,+35:42:37.49,False,,,5.4227,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0116,2.06,,,,
140,516,PSZ2_G106.48-10.42,347.63699710000003,49.19549444,23:10:33,+49:11:43.77,False,,,5.4093,385,-1,,-1,F,PSZ1_G106.49-10.43,,,,,unknown,unknown,True,,-0.0003,-0.07,-0.0005,-0.12,385.0,516.0,5.409,5.398
141,613,PSZ2_G125.25+33.33,175.51362269999998,83.47784195,11:42:03,+83:28:40.23,False,,,5.3839999999999995,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0335,3.88,,,,
142,545,PSZ2_G112.54+59.53,202.4759113,56.81234932,13:29:54,+56:48:44.45,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=202.475911&dec=56.812349&opt=S,MADE,5.3734,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0002,0.04,,,,
143,1295,PSZ2_G278.87+16.70,162.0431383,-40.33588231,10:48:10,-40:20:09,False,,,5.3732,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0107,1.39,,,,
144,646,PSZ2_G131.15-14.72,24.64388706,47.3943104,1:38:35,+47:23:39.51,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=24.643887&dec=47.394310&opt=S,MADE,5.3709,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0451,2.67,,,,
145,125,PSZ2_G036.09-17.43,299.82633389999995,-5.148347537,19:59:18,-5:08:54,False,,,5.3704,99,-1,,-1,T,PSZ1_G036.09-17.40,,,,,unknown,unknown,True,,0.0054,0.68,0.0015,0.23,99.0,125.0,5.37,5.349
146,1122,PSZ2_G247.14+25.88,142.62827980000003,-14.54775475,9:30:31,-14:32:52,False,,,5.3698,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0578,4.53,,,,
147,1074,PSZ2_G237.68+57.83,163.3788293,10.81583035,10:53:31,+10:48:56.98,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=163.378829&dec=10.815830&opt=S,MADE,5.3631,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0034,-0.64,,,,
148,611,PSZ2_G124.56+25.38,53.13064643,87.72211353,3:32:31,+87:43:19.60,False,,,5.3567,455,-1,,-1,F,PSZ1_G124.56+25.38,,,,,unknown,unknown,True,,-0.0016,-0.51,-0.0016,-0.51,455.0,611.0,5.357,4.76
149,560,PSZ2_G114.98+19.10,328.89916519999997,79.15333146,21:55:36,+79:09:11.99,False,,,5.3534,421,-1,,-1,F,PSZ1_G114.98+19.10,,,,,unknown,unknown,True,,0.003,1.11,0.003,1.11,421.0,560.0,5.353,5.185
150,1524,PSZ2_G323.77-33.80,308.3535893,-70.87823593,20:33:25,-70:52:42,False,,,5.3524,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0051,0.44,,,,
151,31,PSZ2_G008.70-31.44,304.2413269,-33.32638003,20:16:58,-33:19:35,False,,,5.3429,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0022,0.34,,,,
152,353,PSZ2_G082.06+27.23,273.041291,53.81167662,18:12:10,+53:48:42.03,False,,,5.3297,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0003,0.15,,,,
153,1452,PSZ2_G307.23+16.35,198.8398574,-46.31619491,13:15:22,-46:18:58,False,,,5.3268,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.0078,-2.27,,,,
154,444,PSZ2_G095.75-11.16,334.70276789999997,43.51336706,22:18:49,+43:30:48.12,False,,,5.3254,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.003,-1.32,,,,
155,1362,PSZ2_G289.50-47.49,36.61013692,-67.08190537,2:26:26,-67:04:55,False,,,5.303999999999999,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0678,4.7,,,,
156,620,PSZ2_G125.84-18.72,16.69655665,44.0575128,1:06:47,+44:03:27.04,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=16.696557&dec=44.057513&opt=S,MADE,5.3009,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0312,3.1,,,,
157,591,PSZ2_G120.36+26.03,307.75755530000004,87.45830440000002,20:31:02,+87:27:29.89,False,,,5.2959,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0014,0.45,,,,
158,1401,PSZ2_G295.92-39.39,36.5377538,-76.41945673,2:26:09,-76:25:10,False,,,5.2926,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,-0.001,-0.28,,,,
159,1437,PSZ2_G305.14-33.60,357.01835310000007,-83.24628306,23:48:04,-83:14:47,False,,,5.2902,1067,-1,,-1,T,PSZ1_G305.31-33.57,,,,,unknown,unknown,False,,-0.0034,-0.5,-0.003,-0.5,1067.0,1437.0,5.29,4.703
160,44,PSZ2_G013.06-75.46,356.85261339999994,-31.15086243,23:47:25,-31:09:03,False,,,5.2889,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0301,2.7,,,,
161,1468,PSZ2_G311.33-48.50,358.1152046,-67.64845683,23:52:28,-67:38:54,False,,,5.2805,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0223,2.57,,,,
162,1258,PSZ2_G271.04-12.16,123.15614850000001,-56.59930233,8:12:37,-56:35:57,False,,,5.2764,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0194,3.34,,,,
163,1440,PSZ2_G305.59-54.80,9.557751491,-62.25462107,0:38:14,-62:15:17,False,,,5.2612,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0214,1.54,,,,
164,1087,PSZ2_G240.71-74.03,29.83484005,-33.53952825,1:59:20,-33:32:22,False,,,5.2565,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0208,2.35,,,,
165,1515,PSZ2_G322.44+20.29,216.61786349999997,-38.95115902,14:26:28,-38:57:04,False,,,5.2562,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0894,6.25,,,,
166,1167,PSZ2_G254.52+08.27,132.87665149999998,-31.26454559,8:51:30,-31:15:52,False,,,5.2365,872,-1,,-1,F,PSZ1_G254.52+08.27,1-Nov-14,,,,unknown,unknown,True,,0.0227,2.77,0.0227,2.77,872.0,1167.0,5.237,4.827
